sent_idx	tok_idx	pos	dep
0	0	INTJ	nsubj
0	1	NOUN	punct
0	2	PROPN	prep
0	3	DET	det
0	4	ADJ	compound
0	5	NOUN	nsubj
0	6	VERB	ROOT
0	7	PUNCT	punct
0	8	DET	det
0	9	PROPN	dobj
0	10	ADP	prep
0	11	DET	det
0	12	PROPN	pobj
0	13	ADP	prep
0	14	PROPN	compound
0	15	PROPN	pobj
0	16	CCONJ	cc
0	17	PROPN	conj
0	18	PUNCT	punct
0	19	ADP	prep
0	20	DET	det
0	21	PROPN	compound
0	22	PROPN	compound
0	23	PROPN	pobj
0	24	PUNCT	punct
1	0	PROPN	ROOT
1	1	PUNCT	punct
1	2	PROPN	appos
1	3	NUM	nummod
1	4	PUNCT	punct
1	5	NUM	nummod
1	6	PUNCT	punct
2	0	NOUN	dep
2	1	ADP	prep
2	2	DET	det
2	3	NOUN	pobj
2	4	ADP	prep
2	5	DET	det
2	6	PROPN	pobj
2	7	ADP	prep
2	8	PROPN	compound
2	9	PROPN	pobj
2	10	PUNCT	punct
2	11	ADP	prep
2	12	DET	det
2	13	ADJ	amod
2	14	NOUN	pobj
2	15	VERB	acl
2	16	ADP	agent
2	17	DET	det
2	18	VERB	amod
2	19	PROPN	pobj
2	20	PUNCT	punct
2	21	NOUN	nsubj
2	22	VERB	ROOT
2	23	PART	aux
2	24	AUX	auxpass
2	25	ADV	advmod
2	26	ADV	advmod
2	27	VERB	ccomp
2	28	ADP	prep
2	29	PRON	poss
2	30	NOUN	pobj
2	31	PART	aux
2	32	VERB	acl
2	33	CCONJ	cc
2	34	VERB	conj
2	35	DET	det
2	36	NOUN	dobj
2	37	ADP	prep
2	38	NOUN	pobj
2	39	PUNCT	punct
3	0	DET	det
3	1	NOUN	nsubj
3	2	ADP	prep
3	3	ADJ	amod
3	4	NOUN	pobj
3	5	ADV	neg
3	6	VERB	ROOT
3	7	PRON	nsubj
3	8	ADV	advmod
3	9	ADV	advmod
3	10	ADJ	ccomp
3	11	ADP	prep
3	12	PRON	poss
3	13	NOUN	pobj
3	14	CCONJ	cc
3	15	NOUN	conj
3	16	PUNCT	punct
3	17	SCONJ	mark
3	18	SCONJ	advmod
3	19	PRON	nsubj
3	20	VERB	advcl
3	21	PRON	poss
3	22	NOUN	dobj
3	23	ADP	prep
3	24	DET	det
3	25	ADJ	amod
3	26	NOUN	pobj
3	27	PUNCT	punct
4	0	PRON	nsubj
4	1	AUX	aux
4	2	PART	neg
4	3	VERB	ROOT
4	4	PUNCT	punct
4	5	ADV	advmod
4	6	PUNCT	punct
4	7	PART	aux
4	8	VERB	xcomp
4	9	DET	det
4	10	ADJ	amod
4	11	NOUN	dobj
4	12	ADP	prep
4	13	DET	det
4	14	NOUN	pobj
4	15	PRON	nsubj
4	16	PUNCT	punct
4	17	ADP	prep
4	18	VERB	pcomp
4	19	DET	det
4	20	NOUN	dobj
4	21	PART	prep
4	22	PRON	pobj
4	23	PRON	nsubjpass
4	24	AUX	auxpass
4	25	VERB	relcl
4	26	PUNCT	punct
4	27	VERB	relcl
4	28	DET	det
4	29	ADJ	amod
4	30	NOUN	dobj
4	31	ADP	prep
4	32	PRON	pobj
4	33	PUNCT	punct
5	0	DET	det
5	1	NOUN	nsubj
5	2	PUNCT	punct
5	3	NOUN	conj
5	4	PUNCT	punct
5	5	CCONJ	cc
5	6	NOUN	conj
5	7	VERB	acl
5	8	ADP	prep
5	9	DET	det
5	10	ADJ	amod
5	11	NOUN	pobj
5	12	PUNCT	punct
5	13	AUX	aux
5	14	PUNCT	punct
5	15	ADP	prep
5	16	NOUN	pobj
5	17	PUNCT	punct
5	18	VERB	ROOT
5	19	DET	det
5	20	ADJ	amod
5	21	NOUN	attr
5	22	ADP	prep
5	23	PRON	dobj
5	24	ADJ	amod
5	25	NOUN	nsubj
5	26	AUX	aux
5	27	ADV	advmod
5	28	VERB	relcl
5	29	PUNCT	punct
5	30	SCONJ	mark
5	31	PRON	nsubj
5	32	VERB	advcl
5	33	PART	aux
5	34	AUX	xcomp
5	35	DET	det
5	36	ADJ	amod
5	37	CCONJ	cc
5	38	ADJ	conj
5	39	NOUN	attr
5	40	ADP	prep
5	41	PRON	pobj
5	42	DET	det
5	43	NOUN	nsubj
5	44	ADP	prep
5	45	NOUN	pobj
5	46	VERB	relcl
5	47	PRON	poss
5	48	ADV	advmod
5	49	ADJ	amod
5	50	NOUN	dobj
5	51	PUNCT	punct
6	0	DET	det
6	1	ADJ	amod
6	2	NOUN	nsubj
6	3	VERB	acl
6	4	ADP	agent
6	5	DET	det
6	6	ADJ	amod
6	7	NOUN	pobj
6	8	ADP	prep
6	9	DET	det
6	10	ADJ	amod
6	11	NOUN	pobj
6	12	PUNCT	punct
6	13	CCONJ	preconj
6	14	ADJ	appos
6	15	CCONJ	cc
6	16	ADJ	conj
6	17	PUNCT	punct
6	18	AUX	aux
6	19	PART	neg
6	20	ADV	advmod
6	21	AUX	ROOT
6	22	ADV	advmod
6	23	ADV	advmod
6	24	ADJ	acomp
6	25	PUNCT	punct
6	26	CCONJ	cc
6	27	PRON	nsubj
6	28	AUX	aux
6	29	AUX	conj
6	30	DET	det
6	31	ADJ	amod
6	32	NOUN	attr
6	33	PUNCT	punct
6	34	PART	aux
6	35	VERB	xcomp
6	36	SCONJ	mark
6	37	PRON	nsubj
6	38	AUX	aux
6	39	ADV	advmod
6	40	ADV	advmod
6	41	VERB	ccomp
6	42	DET	det
6	43	NOUN	dobj
6	44	ADP	prep
6	45	DET	det
6	46	NOUN	pobj
6	47	PUNCT	punct
6	48	SCONJ	mark
6	49	AUX	auxpass
6	50	VERB	advcl
6	51	CCONJ	cc
6	52	VERB	conj
6	53	PUNCT	punct
7	0	NOUN	nsubj
7	1	AUX	ROOT
7	2	ADV	advmod
7	3	VERB	advcl
7	4	ADP	prep
7	5	PRON	poss
7	6	ADV	advmod
7	7	ADJ	amod
7	8	CCONJ	cc
7	9	ADJ	amod
7	10	NOUN	pobj
7	11	PUNCT	punct
7	12	ADV	advmod
7	13	DET	det
7	14	NOUN	appos
7	15	ADP	prep
7	16	ADJ	amod
7	17	CCONJ	cc
7	18	ADJ	conj
7	19	NOUN	pobj
7	20	PUNCT	punct
7	21	CCONJ	cc
7	22	ADP	prep
7	23	ADJ	amod
7	24	CCONJ	cc
7	25	ADJ	conj
7	26	NOUN	pobj
7	27	PUNCT	punct
7	28	SCONJ	mark
7	29	PRON	poss
7	30	NOUN	nsubj
7	31	AUX	ccomp
7	32	ADV	advmod
7	33	ADJ	acomp
7	34	PUNCT	punct
7	35	SCONJ	mark
7	36	DET	det
7	37	ADJ	amod
7	38	NOUN	nsubjpass
7	39	AUX	auxpass
7	40	VERB	ccomp
7	41	ADP	prep
7	42	DET	det
7	43	NOUN	pobj
7	44	ADP	prep
7	45	ADJ	amod
7	46	NOUN	pobj
7	47	PUNCT	punct
7	48	CCONJ	cc
7	49	SCONJ	mark
7	50	NOUN	nsubjpass
7	51	AUX	auxpass
7	52	ADV	advmod
7	53	ADV	advmod
7	54	VERB	conj
7	55	PUNCT	punct
7	56	PART	neg
7	57	VERB	prep
7	58	ADP	prep
7	59	DET	det
7	60	NOUN	pobj
7	61	ADP	prep
7	62	NOUN	pobj
7	63	CCONJ	cc
7	64	DET	det
7	65	NOUN	conj
7	66	ADP	prep
7	67	DET	det
7	68	ADJ	amod
7	69	NOUN	pobj
7	70	PUNCT	punct
7	71	CCONJ	cc
7	72	ADP	conj
7	73	DET	det
7	74	ADJ	amod
7	75	NOUN	pobj
7	76	ADP	prep
7	77	DET	det
7	78	ADJ	amod
7	79	CCONJ	cc
7	80	ADJ	conj
7	81	NOUN	pobj
7	82	PUNCT	punct
8	0	ADV	advmod
8	1	ADV	advmod
8	2	PRON	nsubj
8	3	AUX	aux
8	4	VERB	ROOT
8	5	SCONJ	mark
8	6	DET	det
8	7	NOUN	nsubj
8	8	VERB	ccomp
8	9	DET	det
8	10	NOUN	dobj
8	11	PUNCT	punct
8	12	DET	det
8	13	NOUN	nsubj
8	14	PUNCT	punct
8	15	ADP	prep
8	16	ADJ	amod
8	17	NOUN	pobj
8	18	AUX	aux
8	19	PART	neg
8	20	VERB	conj
8	21	PRON	dobj
8	22	PART	aux
8	23	VERB	xcomp
8	24	SCONJ	mark
8	25	PRON	nsubj
8	26	AUX	ccomp
8	27	ADP	prep
8	28	DET	det
8	29	NOUN	pobj
8	30	ADJ	acomp
8	31	PUNCT	punct
9	0	PRON	nsubjpass
9	1	AUX	aux
9	2	AUX	auxpass
9	3	VERB	ROOT
9	4	PUNCT	punct
9	5	ADV	advmod
9	6	PUNCT	punct
9	7	ADP	prep
9	8	DET	det
9	9	ADJ	amod
9	10	NOUN	pobj
9	11	ADP	prep
9	12	PRON	poss
9	13	NOUN	pobj
9	14	PUNCT	punct
9	15	SCONJ	mark
9	16	PRON	nsubjpass
9	17	ADP	prep
9	18	DET	det
9	19	NOUN	pobj
9	20	ADP	prep
9	21	PRON	pobj
9	22	PRON	poss
9	23	VERB	nsubjpass
9	24	AUX	aux
9	25	AUX	auxpass
9	26	ADV	advmod
9	27	VERB	relcl
9	28	ADP	prep
9	29	DET	det
9	30	NOUN	pobj
9	31	ADP	prep
9	32	PRON	poss
9	33	NOUN	pobj
9	34	PUNCT	punct
9	35	CCONJ	cc
9	36	PRON	nsubjpass
9	37	AUX	aux
9	38	AUX	auxpass
9	39	VERB	ccomp
9	40	PUNCT	punct
9	41	ADP	prep
9	42	DET	det
9	43	ADJ	amod
9	44	NOUN	pobj
9	45	PUNCT	punct
9	46	SCONJ	mark
9	47	ADJ	amod
9	48	NOUN	nsubj
9	49	AUX	aux
9	50	PART	neg
9	51	ADV	advmod
9	52	VERB	ccomp
9	53	ADP	prep
9	54	ADJ	pobj
9	55	ADP	prep
9	56	PRON	poss
9	57	ADJ	amod
9	58	NOUN	pobj
9	59	PUNCT	punct
9	60	CCONJ	cc
9	61	PUNCT	punct
9	62	ADV	advmod
9	63	PUNCT	punct
9	64	ADP	prep
9	65	DET	det
9	66	VERB	amod
9	67	CCONJ	cc
9	68	VERB	conj
9	69	NOUN	pobj
9	70	ADP	prep
9	71	ADJ	amod
9	72	NOUN	pobj
9	73	PUNCT	punct
9	74	CCONJ	cc
9	75	NOUN	conj
9	76	ADP	prep
9	77	ADJ	amod
9	78	NOUN	pobj
9	79	PUNCT	punct
9	80	PRON	nsubjpass
9	81	AUX	auxpass
9	82	VERB	relcl
9	83	ADP	prep
9	84	NUM	nummod
9	85	NOUN	pobj
9	86	ADP	prep
9	87	DET	det
9	88	NOUN	pobj
9	89	ADP	prep
9	90	DET	det
9	91	ADJ	pobj
9	92	PUNCT	punct
10	0	PRON	nsubj
10	1	AUX	aux
10	2	AUX	ROOT
10	3	ADV	acomp
10	4	PUNCT	punct
10	5	SCONJ	mark
10	6	PART	neg
10	7	ADV	advmod
10	8	PUNCT	punct
10	9	NOUN	nsubj
10	10	ADP	prep
10	11	DET	det
10	12	NOUN	pobj
10	13	CCONJ	cc
10	14	NOUN	conj
10	15	ADP	prep
10	16	PRON	pobj
10	17	DET	det
10	18	ADJ	amod
10	19	NOUN	nsubj
10	20	AUX	aux
10	21	VERB	conj
10	22	PRON	poss
10	23	ADJ	amod
10	24	NOUN	dobj
10	25	PUNCT	punct
11	0	ADP	prep
11	1	DET	det
11	2	NOUN	pobj
11	3	PUNCT	punct
11	4	PRON	nsubj
11	5	VERB	ROOT
11	6	DET	det
11	7	NOUN	dobj
11	8	ADP	prep
11	9	NOUN	pobj
11	10	PUNCT	punct
11	11	SCONJ	mark
11	12	VERB	advcl
11	13	ADP	prep
11	14	DET	det
11	15	NOUN	pobj
11	16	CCONJ	cc
11	17	DET	det
11	18	NOUN	conj
11	19	ADP	prep
11	20	DET	det
11	21	NOUN	pobj
11	22	PUNCT	punct
11	23	PRON	nsubjpass
11	24	AUX	auxpass
11	25	VERB	relcl
11	26	CCONJ	cc
11	27	VERB	conj
11	28	ADP	agent
11	29	DET	det
11	30	ADJ	amod
11	31	NOUN	pobj
11	32	ADP	prep
11	33	NOUN	pobj
11	34	PUNCT	punct
11	35	CCONJ	cc
11	36	ADP	conj
11	37	NOUN	pobj
11	38	PUNCT	punct
11	39	VERB	advcl
11	40	ADP	prep
11	41	DET	det
11	42	NOUN	pobj
11	43	ADP	prep
11	44	ADJ	amod
11	45	NOUN	pobj
11	46	PUNCT	punct
11	47	CCONJ	cc
11	48	ADP	conj
11	49	DET	det
11	50	ADJ	amod
11	51	CCONJ	cc
11	52	ADJ	conj
11	53	NOUN	pobj
11	54	ADP	prep
11	55	DET	det
11	56	NOUN	pobj
11	57	PUNCT	punct
12	0	PRON	expl
12	1	VERB	ROOT
12	2	NUM	nummod
12	3	NOUN	attr
12	4	ADP	prep
12	5	VERB	pcomp
12	6	DET	det
12	7	NOUN	dobj
12	8	ADP	prep
12	9	NOUN	pobj
12	10	PUNCT	punct
12	11	DET	det
12	12	NOUN	appos
12	13	PUNCT	punct
12	14	ADP	prep
12	15	VERB	pcomp
12	16	PRON	poss
12	17	NOUN	dobj
12	18	PUNCT	punct
12	19	DET	det
12	20	ADJ	conj
12	21	PUNCT	punct
12	22	ADP	prep
12	23	VERB	pcomp
12	24	PRON	poss
12	25	NOUN	dobj
12	26	PUNCT	punct
13	0	PRON	expl
13	1	VERB	ROOT
13	2	ADV	advmod
13	3	NUM	nummod
13	4	NOUN	attr
13	5	ADP	prep
13	6	VERB	pcomp
13	7	DET	det
13	8	NOUN	dobj
13	9	ADP	prep
13	10	NOUN	pobj
13	11	PUNCT	punct
13	12	DET	det
13	13	NOUN	appos
13	14	PUNCT	punct
13	15	ADP	prep
13	16	VERB	pcomp
13	17	DET	det
13	18	NOUN	dobj
13	19	PRON	nsubj
13	20	AUX	relcl
13	21	ADJ	acomp
13	22	ADP	prep
13	23	PRON	poss
13	24	NOUN	pobj
13	25	PUNCT	punct
13	26	DET	det
13	27	ADJ	conj
13	28	PUNCT	punct
13	29	ADP	prep
13	30	VERB	pcomp
13	31	ADP	prep
13	32	DET	det
13	33	NOUN	pobj
13	34	DET	det
13	35	ADJ	amod
13	36	NOUN	dobj
13	37	PUNCT	punct
13	38	DET	det
13	39	ADJ	amod
13	40	NOUN	conj
13	41	PUNCT	punct
13	42	CCONJ	cc
13	43	DET	det
13	44	ADJ	amod
13	45	NOUN	conj
13	46	PUNCT	punct
14	0	PRON	nsubjpass
14	1	AUX	aux
14	2	ADV	neg
14	3	AUX	auxpass
14	4	ADV	advmod
14	5	ADV	advmod
14	6	VERB	ROOT
14	7	ADP	prep
14	8	ADP	prep
14	9	DET	det
14	10	ADJ	amod
14	11	NOUN	pobj
14	12	PUNCT	punct
14	13	SCONJ	mark
14	14	PRON	nsubj
14	15	AUX	ccomp
14	16	ADJ	acomp
14	17	ADP	prep
14	18	DET	det
14	19	NOUN	pobj
14	20	PUNCT	punct
15	0	NOUN	nsubj
15	1	AUX	ROOT
15	2	PART	aux
15	3	VERB	xcomp
15	4	PRON	det
15	5	NOUN	nsubj
15	6	AUX	ccomp
15	7	ADP	prep
15	8	VERB	pobj
15	9	PUNCT	punct
15	10	DET	det
15	11	NOUN	npadvmod
15	12	ADP	prep
15	13	PRON	pobj
15	14	PRON	nsubj
15	15	ADV	advmod
15	16	VERB	relcl
15	17	PUNCT	punct
16	0	CCONJ	cc
16	1	PRON	nsubj
16	2	AUX	aux
16	3	PART	neg
16	4	AUX	ROOT
16	5	ADJ	amod
16	6	NOUN	attr
16	7	PART	aux
16	8	VERB	advcl
16	9	NOUN	dobj
16	10	PUNCT	punct
16	11	PRON	nsubj
16	12	AUX	advcl
16	13	ADJ	acomp
16	14	ADP	prep
16	15	ADJ	amod
16	16	NOUN	pobj
16	17	PUNCT	punct
16	18	SCONJ	mark
16	19	PRON	nsubj
16	20	VERB	advcl
16	21	NOUN	dobj
16	22	PUNCT	punct
16	23	SCONJ	mark
16	24	PRON	nsubj
16	25	AUX	aux
16	26	AUX	advcl
16	27	PART	aux
16	28	VERB	xcomp
16	29	DET	det
16	30	NOUN	dobj
16	31	ADP	prep
16	32	NOUN	pobj
16	33	PUNCT	punct
16	34	PRON	nsubj
16	35	AUX	relcl
16	36	ADJ	acomp
16	37	ADP	prep
16	38	NOUN	compound
16	39	NOUN	pobj
16	40	PUNCT	punct
16	41	SCONJ	mark
16	42	PRON	nsubj
16	43	VERB	advcl
16	44	PART	aux
16	45	VERB	xcomp
16	46	PRON	poss
16	47	ADJ	amod
16	48	NOUN	dobj
16	49	PUNCT	punct
17	0	DET	det
17	1	ADJ	amod
17	2	NOUN	nsubj
17	3	AUX	ROOT
17	4	ADV	advmod
17	5	ADJ	acomp
17	6	SCONJ	mark
17	7	DET	det
17	8	ADJ	nsubj
17	9	AUX	aux
17	10	AUX	advcl
17	11	ADJ	acomp
17	12	PUNCT	punct
18	0	ADV	advmod
18	1	ADV	advmod
18	2	SCONJ	mark
18	3	DET	det
18	4	NOUN	nsubj
18	5	ADP	prep
18	6	NOUN	pobj
18	7	VERB	advcl
18	8	ADJ	acomp
18	9	PUNCT	punct
18	10	CCONJ	cc
18	11	PRON	nsubj
18	12	AUX	conj
18	13	ADP	prep
18	14	NOUN	pobj
18	15	PART	aux
18	16	VERB	xcomp
18	17	PRON	dobj
18	18	PUNCT	punct
18	19	ADJ	amod
18	20	NOUN	nsubjpass
18	21	AUX	aux
18	22	AUX	auxpass
18	23	VERB	ROOT
18	24	PUNCT	punct
19	0	ADV	advmod
19	1	ADV	advmod
19	2	SCONJ	mark
19	3	DET	det
19	4	NOUN	compound
19	5	NOUN	nsubj
19	6	ADP	prep
19	7	PRON	poss
19	8	NOUN	pobj
19	9	CCONJ	cc
19	10	PRON	poss
19	11	NOUN	compound
19	12	PUNCT	punct
19	13	NOUN	conj
19	14	PUNCT	punct
19	15	PRON	poss
19	16	NOUN	conj
19	17	CCONJ	cc
19	18	PRON	poss
19	19	NOUN	conj
19	20	AUX	aux
19	21	VERB	advcl
19	22	DET	det
19	23	ADJ	amod
19	24	NOUN	dobj
19	25	ADP	prep
19	26	DET	det
19	27	ADJ	pobj
19	28	PUNCT	punct
19	29	CCONJ	cc
19	30	DET	det
19	31	ADJ	nsubj
19	32	AUX	aux
19	33	AUX	ROOT
19	34	NOUN	attr
19	35	PART	prep
19	36	PRON	pobj
19	37	DET	det
19	38	NOUN	nsubj
19	39	AUX	aux
19	40	VERB	relcl
19	41	PRON	dobj
19	42	PUNCT	punct
20	0	DET	det
20	1	NOUN	nsubj
20	2	ADP	prep
20	3	DET	det
20	4	NOUN	pobj
20	5	ADP	prep
20	6	NOUN	pobj
20	7	PUNCT	punct
20	8	ADP	prep
20	9	PRON	pobj
20	10	DET	det
20	11	NOUN	relcl
20	12	ADP	prep
20	13	NOUN	compound
20	14	NOUN	pobj
20	15	PUNCT	punct
20	16	AUX	ROOT
20	17	PART	neg
20	18	ADV	advmod
20	19	DET	det
20	20	ADJ	amod
20	21	NOUN	attr
20	22	ADP	prep
20	23	DET	det
20	24	NOUN	pobj
20	25	ADP	prep
20	26	NOUN	pobj
20	27	PUNCT	punct
21	0	DET	det
21	1	NOUN	nsubj
21	2	ADP	prep
21	3	DET	det
21	4	NOUN	pobj
21	5	AUX	ROOT
21	6	DET	det
21	7	ADJ	amod
21	8	NOUN	attr
21	9	ADP	prep
21	10	NOUN	pobj
21	11	PUNCT	punct
22	0	ADP	prep
22	1	DET	det
22	2	NOUN	pobj
22	3	ADP	prep
22	4	ADJ	amod
22	5	CCONJ	cc
22	6	ADJ	conj
22	7	NOUN	pobj
22	8	ADP	prep
22	9	VERB	pcomp
22	10	NOUN	dobj
22	11	PUNCT	punct
22	12	DET	det
22	13	NOUN	nsubj
22	14	ADP	prep
22	15	ADJ	amod
22	16	NOUN	pobj
22	17	CCONJ	cc
22	18	NOUN	conj
22	19	ADP	prep
22	20	NOUN	pobj
22	21	ADV	advmod
22	22	VERB	ROOT
22	23	PUNCT	punct
22	24	CCONJ	cc
22	25	ADP	prep
22	26	DET	det
22	27	NOUN	pobj
22	28	ADP	prep
22	29	PRON	pobj
22	30	ADP	prep
22	31	DET	det
22	32	NOUN	pobj
22	33	CCONJ	cc
22	34	NOUN	conj
22	35	ADP	prep
22	36	DET	det
22	37	ADJ	amod
22	38	NOUN	pobj
22	39	PUNCT	punct
22	40	VERB	conj
22	41	DET	det
22	42	NOUN	dobj
22	43	ADP	prep
22	44	DET	det
22	45	NOUN	pobj
22	46	ADP	prep
22	47	ADJ	amod
22	48	NOUN	pobj
22	49	CCONJ	cc
22	50	NOUN	conj
22	51	PUNCT	punct
23	0	DET	det
23	1	ADJ	amod
23	2	NOUN	nsubjpass
23	3	ADP	prep
23	4	NOUN	pobj
23	5	AUX	auxpass
23	6	ADV	advmod
23	7	VERB	ROOT
23	8	ADP	prep
23	9	DET	det
23	10	NOUN	pobj
23	11	ADP	prep
23	12	NOUN	pobj
23	13	PUNCT	punct
23	14	CCONJ	cc
23	15	PRON	nsubj
23	16	VERB	conj
23	17	PRON	dobj
23	18	ADV	advmod
23	19	VERB	ccomp
23	20	ADP	prep
23	21	ADJ	amod
23	22	NOUN	pobj
23	23	ADP	prep
23	24	NOUN	pobj
23	25	PUNCT	punct
23	26	VERB	prep
23	27	ADP	prep
23	28	DET	det
